,SR_Number,Unnamed: 0,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),time_from_midnight,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Assigned,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=Closed,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer
145,1-529096847,155,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD542,nl,Netherlands,3952.617,1.33,17978.33,Friday,12,6,0,3,0,2,0,0,0,0,0
146,1-529096847,156,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,3953.061,0.444,17978.774,Friday,13,6,0,3,0,2,0,0,0,0,0
147,1-529096847,157,Accepted,Assigned,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,3953.065,0.004,17978.778,Friday,13,6,0,3,0,3,0,0,0,0,0
148,1-529096847,158,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,3953.552,0.487,17979.265,Friday,14,6,0,3,0,3,0,0,0,0,0
149,1-529096847,159,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,3953.975,0.423,17979.688,Friday,14,6,0,4,0,3,0,0,0,0,0
150,1-530458987,161,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.0,0.0,14514.953,Friday,1,0,0,0,0,0,0,0,0,0,0
151,1-530458987,162,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.144,0.144,14515.097,Friday,2,0,0,0,0,0,0,0,0,0,0
152,1-530458987,163,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,POLAND,0.404,0.26,14515.357,Friday,2,1,0,0,0,0,0,0,0,0,0
153,1-530458987,164,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,449.72,449.316,14964.673,Friday,3,1,0,0,0,0,0,0,0,0,0
154,1-530458987,165,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD542,nl,Netherlands,451.511,1.791,14966.464,Friday,3,2,0,0,0,0,0,0,0,0,0
155,1-530458987,166,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,533.328,81.817,15048.281,Friday,4,2,0,0,0,0,0,0,0,0,0
156,1-530458987,167,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,533.541,0.213,15048.494,Friday,4,2,0,1,0,0,0,0,0,0,0
157,1-530458987,168,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD542,nl,0,710.712,177.171,15225.665,Friday,4,2,0,2,0,0,0,0,0,0,0
158,1-530458987,169,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,782.61,71.898,15297.563,Friday,5,2,0,2,0,0,0,0,0,0,0
159,1-530458987,170,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,POLAND,782.714,0.104,15297.667,Friday,5,3,0,2,0,0,0,0,0,0,0
160,1-530458987,171,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,1132.836,350.122,15647.789,Friday,6,3,0,2,0,0,0,0,0,0,0
161,1-530458987,172,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD542,nl,Netherlands,1145.443,12.607,15660.396,Friday,6,4,0,2,0,0,0,0,0,0,0
162,1-530458987,173,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,1214.314,68.871,15729.267,Friday,7,4,0,2,0,0,0,0,0,0,0
163,1-530458987,174,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,1215.004,0.69,15729.957,Friday,7,4,0,3,0,0,0,0,0,0,0
164,1-530458987,175,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,1227.553,12.549,15742.506,Friday,8,4,0,3,0,0,0,0,0,0,0
165,1-530458987,176,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,POLAND,1227.675,0.122,15742.628,Friday,8,5,0,3,0,0,0,0,0,0,0
166,1-530772502,178,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.0,0.0,14599.365,Friday,1,0,0,0,0,0,0,0,0,0,0
167,1-530772502,179,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.028,0.028,14599.393,Friday,2,0,0,0,0,0,0,0,0,0,0
168,1-530772502,180,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,POLAND,0.818,0.79,14600.183,Friday,2,1,0,0,0,0,0,0,0,0,0
169,1-530772502,181,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,359.652,358.834,14959.017,Friday,3,1,0,0,0,0,0,0,0,0,0
170,1-530772502,182,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD542,nl,Netherlands,359.705,0.053,14959.07,Friday,3,2,0,0,0,0,0,0,0,0,0
171,1-530772502,183,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,362.624,2.919,14961.989,Friday,4,2,0,0,0,0,0,0,0,0,0
172,1-530838254,185,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD542,nl,Belgium,0.0,0.0,14627.864,Friday,1,0,0,0,0,0,0,0,0,0,0
173,1-530838254,186,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD542,nl,Belgium,0.413,0.413,14628.277,Friday,2,0,0,0,0,0,0,0,0,0,0
174,1-530838254,187,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,0.664,0.251,14628.528,Friday,2,1,0,0,0,0,0,0,0,0,0
175,1-530838254,188,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,329.827,329.163,14957.691,Friday,3,1,0,0,0,0,0,0,0,0,0
176,1-530838254,189,Queued,Awaiting Assignment,A2_1,Org line C,D6,Medium,PROD542,nl,Netherlands,330.002,0.175,14957.866,Friday,3,2,0,0,0,0,0,0,0,0,0
177,1-530838254,190,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD542,nl,Belgium,331.521,1.519,14959.385,Friday,4,2,0,0,0,0,0,0,0,0,0
178,1-530838254,191,Accepted,Wait - User,A2_1,Org line C,D6,Medium,PROD542,nl,Belgium,331.667,0.146,14959.531,Friday,4,2,0,1,0,0,0,0,0,0,0
179,1-530838254,192,Queued,Awaiting Assignment,missing,Org line V7,V29 2nd,Medium,PROD542,nl,Belgium,429.222,97.555,15057.086,Friday,4,3,0,1,0,0,0,0,0,0,0
180,1-530838254,193,Queued,Awaiting Assignment,missing,Org line V7,V29 2nd,Medium,PROD542,nl,Belgium,429.223,0.001,15057.087,Friday,4,4,0,1,0,0,0,0,0,0,0
181,1-530838254,194,Accepted,In Progress,missing,Org line V7,V29 2nd,Medium,PROD542,nl,Belgium,440.576,11.353,15068.44,Friday,5,4,0,1,0,0,0,0,0,0,0
182,1-530838254,195,Accepted,Wait,missing,Org line V7,V29 2nd,Medium,PROD542,nl,Belgium,440.578,0.002,15068.442,Friday,5,4,0,1,0,0,1,0,0,0,0
183,1-530838254,196,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD542,nl,Belgium,2935.645,2495.067,17563.509,Friday,6,4,0,1,0,0,1,0,0,0,0
184,1-530838254,197,Completed,Resolved,A2_1,Org line C,D6,Medium,PROD542,nl,Belgium,2935.686,0.041,17563.55,Friday,6,4,1,1,0,0,1,0,0,0,0
185,1-530838254,198,Queued,Awaiting Assignment,A2_1,Org line C,D6,Medium,PROD542,nl,Spain,2942.272,6.586,17570.136,Friday,6,5,1,1,0,0,1,0,0,0,0
186,1-530838254,199,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD542,nl,Belgium,2943.24,0.968,17571.104,Friday,7,5,1,1,0,0,1,0,0,0,0
187,1-530838254,200,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD542,nl,Belgium,2943.365,0.125,17571.229,Friday,7,6,1,1,0,0,1,0,0,0,0
188,1-530838254,201,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD542,nl,Belgium,2943.369,0.004,17571.233,Friday,8,6,1,1,0,0,1,0,0,0,0
189,1-530838254,202,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,2943.397,0.028,17571.261,Friday,8,7,1,1,0,0,1,0,0,0,0
190,1-530838254,203,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,2997.408,54.011,17625.272,Friday,9,7,1,1,0,0,1,0,0,0,0
191,1-530838254,204,Accepted,Assigned,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,2998.482,1.074,17626.346,Friday,9,7,1,1,0,1,1,0,0,0,0
192,1-530838254,205,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,3017.288,18.806,17645.152,Friday,10,7,1,1,0,1,1,0,0,0,0
193,1-530838254,206,Queued,Awaiting Assignment,A2_1,Org line C,D6,Medium,PROD542,nl,Netherlands,3017.295,0.007,17645.159,Friday,10,8,1,1,0,1,1,0,0,0,0
194,1-532109338,208,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,0.0,0.0,15137.895,Friday,1,0,0,0,0,0,0,0,0,0,0
195,1-532109338,209,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,0.005,0.005,15137.9,Friday,2,0,0,0,0,0,0,0,0,0,0
196,1-532109338,210,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,0.226,0.221,15138.121,Friday,2,1,0,0,0,0,0,0,0,0,0
197,1-532109338,211,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,8.538,8.312,15146.433,Friday,3,1,0,0,0,0,0,0,0,0,0
198,1-532109338,212,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,8.579,0.041,15146.474,Friday,3,2,0,0,0,0,0,0,0,0,0
199,1-532109338,213,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,10.661,2.082,15148.556,Friday,4,2,0,0,0,0,0,0,0,0,0
200,1-532109338,214,Queued,Awaiting Assignment,A2_1,Org line C,D2,Medium,PROD542,nl,Netherlands,70.595,59.934,15208.49,Friday,4,3,0,0,0,0,0,0,0,0,0
201,1-532109338,215,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,76.871,6.276,15214.766,Friday,5,3,0,0,0,0,0,0,0,0,0
202,1-532109338,216,Accepted,Wait - User,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,77.002,0.131,15214.897,Friday,5,3,0,1,0,0,0,0,0,0,0
203,1-532109338,217,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,100.586,23.584,15238.481,Friday,5,4,0,1,0,0,0,0,0,0,0
204,1-536444735,219,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.0,0.0,16518.193,Friday,1,0,0,0,0,0,0,0,0,0,0
205,1-536444735,220,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.002,0.002,16518.195,Friday,2,0,0,0,0,0,0,0,0,0,0
206,1-536444735,221,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,POLAND,0.165,0.163,16518.358,Friday,2,1,0,0,0,0,0,0,0,0,0
207,1-536444735,222,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,1.401,1.236,16519.594,Friday,3,1,0,0,0,0,0,0,0,0,0
208,1-536444735,223,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD542,nl,Netherlands,4.469,3.068,16522.662,Friday,3,2,0,0,0,0,0,0,0,0,0
209,1-536444735,224,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,6.298,1.829,16524.491,Friday,4,2,0,0,0,0,0,0,0,0,0
210,1-536481337,226,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.0,0.0,16523.934,Friday,1,0,0,0,0,0,0,0,0,0,0
211,1-536481337,227,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.002,0.002,16523.936,Friday,2,0,0,0,0,0,0,0,0,0,0
212,1-536481337,228,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,POLAND,0.217,0.215,16524.151,Friday,2,1,0,0,0,0,0,0,0,0,0
213,1-536481337,229,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,2.611,2.394,16526.545,Friday,3,1,0,0,0,0,0,0,0,0,0
214,1-536481337,230,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD542,nl,Netherlands,239.747,237.136,16763.681,Friday,3,2,0,0,0,0,0,0,0,0,0
215,1-536481337,231,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,240.149,0.402,16764.083,Friday,4,2,0,0,0,0,0,0,0,0,0
216,1-536481337,232,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,240.379,0.23,16764.313,Friday,4,2,0,1,0,0,0,0,0,0,0
217,1-536481337,233,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,240.596,0.217,16764.53,Friday,5,2,0,1,0,0,0,0,0,0,0
218,1-536481337,234,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,POLAND,241.614,1.018,16765.548,Friday,5,3,0,1,0,0,0,0,0,0,0
219,1-536481337,235,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,246.343,4.729,16770.277,Friday,6,3,0,1,0,0,0,0,0,0,0
220,1-537219938,237,Accepted,In Progress,A2_4,Org line A2,V30,Medium,PROD507,fr,France,0.0,0.0,16857.339,Friday,1,0,0,0,0,0,0,0,0,0,0
221,1-537219938,238,Accepted,In Progress,A2_4,Org line A2,V30,Medium,PROD507,fr,France,0.018,0.018,16857.357,Friday,2,0,0,0,0,0,0,0,0,0,0
222,1-537219938,239,Queued,Awaiting Assignment,A2_5,Org line A2,L61 3rd,Medium,PROD507,fr,France,0.881,0.863,16858.22,Friday,2,1,0,0,0,0,0,0,0,0,0
223,1-537219938,240,Accepted,In Progress,A2_5,Org line A2,L61 3rd,Medium,PROD507,fr,France,1.365,0.484,16858.704,Friday,3,1,0,0,0,0,0,0,0,0,0
224,1-537219938,241,Queued,Awaiting Assignment,A2_4,Org line A2,V30,Medium,PROD507,fr,France,1.437,0.072,16858.776,Friday,3,2,0,0,0,0,0,0,0,0,0
225,1-537219938,242,Accepted,In Progress,A2_4,Org line A2,V30,Medium,PROD507,fr,France,22.211,20.774,16879.55,Friday,4,2,0,0,0,0,0,0,0,0,0
226,1-537219938,243,Queued,Awaiting Assignment,A2_5,Org line A2,L62 3rd,Medium,PROD507,fr,France,22.279,0.068,16879.618,Friday,4,3,0,0,0,0,0,0,0,0,0
227,1-537219938,244,Accepted,In Progress,A2_5,Org line A2,L62 3rd,Medium,PROD507,fr,France,79.921,57.642,16937.26,Friday,5,3,0,0,0,0,0,0,0,0,0
228,1-537219938,245,Queued,Awaiting Assignment,A2_4,Org line A2,V30,Medium,PROD507,fr,France,79.962,0.041,16937.301,Friday,5,4,0,0,0,0,0,0,0,0,0
229,1-540390551,247,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,0.0,0.0,17968.85,Friday,1,0,0,0,0,0,0,0,0,0,0
230,1-540390551,248,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,0.005,0.005,17968.855,Friday,2,0,0,0,0,0,0,0,0,0,0
231,1-540390551,249,Queued,Awaiting Assignment,missing,Org line V7,V29 2nd,Medium,PROD542,nl,Belgium,0.473,0.468,17969.323,Friday,2,1,0,0,0,0,0,0,0,0,0
232,1-540390551,250,Accepted,In Progress,missing,Org line V7,V29 2nd,Medium,PROD542,nl,Belgium,0.475,0.002,17969.325,Friday,3,1,0,0,0,0,0,0,0,0,0
233,1-540390551,251,Accepted,Wait,missing,Org line V7,V29 2nd,Medium,PROD542,nl,Belgium,0.477,0.002,17969.327,Friday,3,1,0,0,0,0,1,0,0,0,0
234,1-540390551,252,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,15.208,14.731,17984.058,Friday,3,2,0,0,0,0,1,0,0,0,0
235,1-541468268,254,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium,0.0,0.0,18264.042,Friday,1,0,0,0,0,0,0,0,0,0,0
236,1-541468268,255,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium,0.007,0.007,18264.049,Friday,2,0,0,0,0,0,0,0,0,0,0
237,1-541468268,256,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,0.129,0.122,18264.171,Friday,2,1,0,0,0,0,0,0,0,0,0
238,1-541468268,257,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,51.774,51.645,18315.816,Friday,3,1,0,0,0,0,0,0,0,0,0
239,1-541468268,258,Queued,Awaiting Assignment,A2_1,Org line C,D5,Medium,PROD542,nl,Netherlands,52.909,1.135,18316.951,Friday,3,2,0,0,0,0,0,0,0,0,0
240,1-543317665,260,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.0,0.0,19201.515,Friday,1,0,0,0,0,0,0,0,0,0,0
241,1-543317665,261,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.014,0.014,19201.529,Friday,2,0,0,0,0,0,0,0,0,0,0
242,1-543317665,262,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,POLAND,0.296,0.282,19201.811,Friday,2,1,0,0,0,0,0,0,0,0,0
243,1-543317665,263,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,2.568,2.272,19204.083,Friday,3,1,0,0,0,0,0,0,0,0,0
244,1-543317665,264,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD542,nl,Netherlands,2.94,0.372,19204.455,Friday,3,2,0,0,0,0,0,0,0,0,0
245,1-543317665,265,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,3.899,0.959,19205.414,Friday,4,2,0,0,0,0,0,0,0,0,0
246,1-543317665,266,Accepted,Wait - User,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,4.04,0.141,19205.555,Friday,4,2,0,1,0,0,0,0,0,0,0
247,1-543317665,267,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,4.328,0.288,19205.843,Friday,5,2,0,1,0,0,0,0,0,0,0
248,1-543317665,268,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,POLAND,4.399,0.071,19205.914,Friday,5,3,0,1,0,0,0,0,0,0,0
249,1-543317665,269,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,7.829,3.43,19209.344,Friday,6,3,0,1,0,0,0,0,0,0,0
250,1-543317665,270,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD542,nl,Netherlands,8.222,0.393,19209.737,Friday,6,4,0,1,0,0,0,0,0,0,0
251,1-543979253,272,Accepted,In Progress,A2_1,Org line A2,M19 2nd,High,PROD700,se,Sweden,0.0,0.0,19444.357,Friday,1,0,0,0,0,0,0,0,0,0,0
252,1-543979253,273,Accepted,In Progress,A2_1,Org line A2,M19 2nd,High,PROD700,se,Sweden,0.25,0.25,19444.607,Friday,2,0,0,0,0,0,0,0,0,0,0
253,1-544969832,275,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.0,0.0,19973.842,Friday,1,0,0,0,0,0,0,0,0,0,0
254,1-544969832,276,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,0.027,0.027,19973.869,Friday,2,0,0,0,0,0,0,0,0,0,0
255,1-544969832,277,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,POLAND,0.408,0.381,19974.25,Friday,2,1,0,0,0,0,0,0,0,0,0
256,1-544969832,278,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,81.903,81.495,20055.745,Friday,3,1,0,0,0,0,0,0,0,0,0
257,1-544969832,279,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD542,nl,Netherlands,88.686,6.783,20062.528,Friday,3,2,0,0,0,0,0,0,0,0,0
258,1-544969832,280,Queued,Awaiting Assignment,A2_1,Org line A2,D8,Medium,PROD542,nl,Netherlands,88.687,0.001,20062.529,Friday,3,3,0,0,0,0,0,0,0,0,0
259,1-544969832,281,Accepted,In Progress,A2_1,Org line A2,D8,Medium,PROD542,nl,POLAND,96.458,7.771,20070.3,Friday,4,3,0,0,0,0,0,0,0,0,0
260,1-544976636,283,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,0.0,0.0,19970.996,Friday,1,0,0,0,0,0,0,0,0,0,0
261,1-544976636,284,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,0.076,0.076,19971.072,Friday,2,0,0,0,0,0,0,0,0,0,0
262,1-544976636,285,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,0.668,0.592,19971.664,Friday,2,1,0,0,0,0,0,0,0,0,0
263,1-544976636,286,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,84.309,83.641,20055.305,Friday,3,1,0,0,0,0,0,0,0,0,0
264,1-544976636,287,Queued,Awaiting Assignment,missing,Org line V7n,V32 2nd,Medium,PROD542,nl,Netherlands,91.619,7.31,20062.615,Friday,3,2,0,0,0,0,0,0,0,0,0
265,1-544976636,288,Accepted,In Progress,missing,Org line V7n,V32 2nd,Medium,PROD542,nl,Netherlands,99.245,7.626,20070.241,Friday,4,2,0,0,0,0,0,0,0,0,0
266,1-550213097,290,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,0.0,0.0,21086.448,Friday,1,0,0,0,0,0,0,0,0,0,0
267,1-550213097,291,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,0.019,0.019,21086.467,Friday,2,0,0,0,0,0,0,0,0,0,0
268,1-550213097,292,Accepted,Wait - User,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,0.056,0.037,21086.504,Friday,2,0,0,1,0,0,0,0,0,0,0
269,1-550213097,293,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,11.979,11.923,21098.427,Friday,2,1,0,1,0,0,0,0,0,0,0
270,1-550213097,294,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,11.98,0.001,21098.428,Friday,2,2,0,1,0,0,0,0,0,0,0
271,1-550213097,295,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,14.42,2.44,21100.868,Friday,3,2,0,1,0,0,0,0,0,0,0
272,1-550213097,296,Queued,Awaiting Assignment,A2_1,Org line C,D2,Medium,PROD542,nl,Netherlands,14.741,0.321,21101.189,Friday,3,3,0,1,0,0,0,0,0,0,0
273,1-550213097,297,Accepted,In Progress,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,15.102,0.361,21101.55,Friday,4,3,0,1,0,0,0,0,0,0,0
274,1-550213097,298,Accepted,Wait - User,A2_1,Org line C,D2,Medium,PROD542,nl,Belgium,15.265,0.163,21101.713,Friday,4,3,0,2,0,0,0,0,0,0,0
275,1-550213097,299,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,16.2,0.935,21102.648,Friday,4,4,0,2,0,0,0,0,0,0,0
276,1-550213097,300,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,18.895,2.695,21105.343,Friday,5,4,0,2,0,0,0,0,0,0,0
277,1-550213097,301,Queued,Awaiting Assignment,A2_1,Org line C,D2,Medium,PROD542,nl,Netherlands,18.923,0.028,21105.371,Friday,5,5,0,2,0,0,0,0,0,0,0
278,1-550213097,302,Queued,Awaiting Assignment,A2_1,Org line C,D2,Medium,PROD542,nl,Netherlands,18.924,0.001,21105.372,Friday,5,6,0,2,0,0,0,0,0,0,0
279,1-557297151,304,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium,0.0,0.0,21348.596,Friday,1,0,0,0,0,0,0,0,0,0,0
280,1-557297151,305,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium,0.075,0.075,21348.671,Friday,2,0,0,0,0,0,0,0,0,0,0
281,1-557297151,306,Queued,Awaiting Assignment,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Belgium,0.164,0.089,21348.76,Friday,2,1,0,0,0,0,0,0,0,0,0
282,1-557297151,307,Accepted,In Progress,missing,Org line V7n,V37 2nd,Medium,PROD542,nl,Netherlands,4.397,4.233,21352.993,Friday,3,1,0,0,0,0,0,0,0,0,0
283,1-557297151,308,Queued,Awaiting Assignment,A2_1,Org line C,D5,Medium,PROD542,nl,Netherlands,4.449,0.052,21353.045,Friday,3,2,0,0,0,0,0,0,0,0,0
284,1-557297151,309,Queued,Awaiting Assignment,A2_1,Org line C,D5,Medium,PROD542,nl,Netherlands,4.45,0.001,21353.046,Friday,3,3,0,0,0,0,0,0,0,0,0
285,1-557297151,310,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium,6.529,2.079,21355.125,Friday,4,3,0,0,0,0,0,0,0,0,0
286,1-557297151,311,Accepted,Assigned,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium,6.536,0.007,21355.132,Friday,4,3,0,0,0,1,0,0,0,0,0
287,1-557297151,312,Accepted,In Progress,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium,14.093,7.557,21362.689,Friday,5,3,0,0,0,1,0,0,0,0,0
288,1-557297151,313,Accepted,Wait - User,A2_1,Org line C,D5,Medium,PROD542,nl,Belgium,14.15,0.057,21362.746,Friday,5,3,0,1,0,1,0,0,0,0,0
289,1-559795575,315,Queued,Awaiting Assignment,missing,Other,T19,Medium,PROD562,se,Sweden,0.0,0.0,21621.278,Friday,0,1,0,0,0,0,0,0,0,0,0
290,1-559795575,316,Queued,Awaiting Assignment,A2_3,Org line A2,G356 2nd,Medium,PROD562,se,Sweden,0.182,0.182,21621.46,Friday,0,2,0,0,0,0,0,0,0,0,0
291,1-559795575,317,Accepted,In Progress,A2_3,Org line A2,G356 2nd,Medium,PROD562,se,Brazil,3.442,3.26,21624.72,Friday,1,2,0,0,0,0,0,0,0,0,0
292,1-559795575,318,Queued,Awaiting Assignment,V3_2,Org line C,N38,Medium,PROD562,se,Brazil,349.057,345.615,21970.335,Friday,1,3,0,0,0,0,0,0,0,0,0
